,L2SID,L2GENDER,L2Y1_SCHID,L2Y1_REG,L2Y1_SCHSIZE,L2Y1_SCHTYPE,L2Y1S,L2Y1S0101,L2Y1S0102,L2Y1S0103,L2Y1S0104,L2Y1S0105,L2Y1S0106,L2Y1S0107,L2Y1S0108,L2Y1S0109,L2Y1S0110,L2Y1S0111,L2Y1S0112,L2Y1S0113,L2Y1S0114,L2Y1S0115,L2Y1S0116,L2Y1S0117,L2Y1S0118,L2Y1S0119,L2Y1S0120,L2Y1S0201,L2Y1S0202,L2Y1S0203,L2Y1S0204,L2Y1S0205,L2Y1S0206,L2Y1S0301,L2Y1S0302,L2Y1S0303,L2Y1S0304,L2Y1S0305,L2Y1S0306,L2Y1S0401,L2Y1S0402,L2Y1S0403,L2Y1S0404,L2Y1S0405,L2Y1S0501,L2Y1S0502,L2Y1S0503,L2Y1S0504,L2Y1S0505,L2Y1S0506,L2Y1S0507,L2Y1S0601,L2Y1S0602,L2Y1S0603,L2Y1S0604,L2Y1S0605,L2Y1S0701,L2Y1S0702,L2Y1S0703,L2Y1S0704,L2Y1S0705,L2Y1S0801,L2Y1S0802,L2Y1S0803,L2Y1S0804,L2Y1S0805,L2Y1S0806,L2Y1S0901,L2Y1S0902,L2Y1S0903,L2Y1S1001,L2Y1S1002,L2Y1S1003,L2Y1S1101,L2Y1S1102,L2Y1S1103,L2Y1S1104,L2Y1S1105,L2Y1S1201,L2Y1S1202,L2Y1S1203,L2Y1S1204,L2Y1S1205,L2Y1S1206,L2Y1S1207,L2Y1S1208,L2Y1S1301,L2Y1S1302,L2Y1S1303,L2Y1S1304,L2Y1S1305,L2Y1S1306,L2Y1S1307,L2Y1S1308,L2Y1S1401,L2Y1S1402,L2Y1S1403,L2Y1S1404,L2Y1S1405,L2Y1S1406,L2Y1S1501,L2Y1S1502,L2Y1S1503,L2Y1S1504,L2Y1S1505,L2Y1S1601,L2Y1S1602,L2Y1S1603,L2Y1S1604,L2Y1S1701,L2Y1S1702,L2Y1S1703,L2Y1S1704,L2Y1S1705,L2Y1S1801,L2Y1S1802,L2Y1S1803,L2Y1S1804,L2Y1S1805,L2Y1S1806,L2Y1S1901,L2Y1S1902,L2Y1S1903,L2Y1S1904,L2Y1S2001,L2Y1S2002,L2Y1S2003,L2Y1S2004,L2Y1S2005,L2Y1S2101,L2Y1S2102,L2Y1S2103,L2Y1S2104,L2Y1S2105,L2Y1S2106,L2Y1S2107,L2Y1S2108,L2Y1S22,L2Y1S23,L2Y1S24,L2Y1S24_1_M1,L2Y1S24_1_M2,L2Y1S24_1_M3,L2Y1S24_1_M4,L2Y1S24_1_M5,L2Y1S24_1_M6,L2Y1S24_1_M7,L2Y1S24_1_M8,L2Y1S24_1_M9,L2Y1S24_1_M11,L2Y1S24_1_M10,L2Y1S24_1_M10_O,L2Y1S25,L2Y1S2601,L2Y1S2602,L2Y1S2603,L2Y1S2604,L2Y1S2701,L2Y1S2702,L2Y1S2703,L2Y1S2704,L2Y1S2705,L2Y1S28,L2Y1S2901,L2Y1S2902,L2Y1S3001,L2Y1S3002,L2Y1S3003,L2Y1S3004,L2Y1S3005,L2Y1S31,L2Y1S3201,L2Y1S3202,L2Y1S3203,L2Y1S3204,L2Y1S3205,L2Y1S3206,L2Y1S3207,L2Y1S3208,L2Y1S33,L2Y1S34,L2Y1S35,L2Y1S36_O,L2Y1S3701,L2Y1S3702,L2Y1S3703,L2Y1S3704,L2Y1S3705,L2Y1S3706,L2Y1S3707,L2Y1S3708,L2Y1S3709,L2Y1S3710,L2Y1S3801,L2Y1S3802,L2Y1S3803,L2Y1S3804,L2Y1S3805,L2Y1S3806,L2Y1S3807,L2Y1S3808,L2Y1S3901,L2Y1S3902,L2Y1S3903,L2Y1S3904,L2Y1S3905,L2Y1S3906,L2Y1S3907,L2Y1S3908,L2Y1_K_SCORE,L2Y1_E_SCORE,L2Y1_M_SCORE,L2Y1_K_THETA,L2Y1_E_THETA,L2Y1_M_THETA,L2Y1_K_CS,L2Y1_E_CS,L2Y1_M_CS
25,26.0,2,1001.0,1,1,1,1,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,3,4,4,3,5,4,4,4,3,1,1,1,1,1,1,3,4,4,3,4,3,3,4,4,4,2,3,4,4,5,5,4,5,5,3,3,4,4,4,4,3,4,3,5,5,5,4,4,4,1,1,1,1,1,4,4,4,4,3,5,5,5,4,3,3,3,3,3,4,4,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,1,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,,,,,,,,,,,,,2,3,3,3,3,3,3,4,4,3,1,0,0,,,,,,0,1,2,5,2,4,1,1,1,대학교,외국어고/국제고,서울 소재 4년제 대학,요리사,5,5,5,5,5,5,4,5,5,5,2,2,4,4,3,3,2,2,3,3,3,3,3,3,3,3,23.0,24.0,24.0,249.0,235.0,249.0,4,4,4
26,27.0,1,1001.0,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,4,5,3,3,3,5,5,1,2,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,4,1,,1,1,1,1,3,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,웃음 동아리,2,3,3,3,4,3,5,4,4,4,4,1,2,2,,,2,,5,3,1,1,3,2,2,4,3,전문대학(2/3년제),전문계(구 실업계)고 또는 전문계 특성화고,지방 소재 4년제 사립대학,과학자,5,5,5,5,5,5,5,5,,,3,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,17.0,18.0,16.0,188.0,179.0,177.0,2,3,3
27,28.0,2,1001.0,1,1,1,1,5,5,4,5,4,5,5,5,5,5,4,4,4,3,5,4,5,4,5,5,4,4,3,2,4,4,1,1,1,2,1,1,3,4,3,4,4,5,5,4,5,4,1,2,5,4,5,5,4,5,5,2,1,5,5,5,5,5,5,4,5,5,5,4,4,4,2,2,1,1,1,4,4,5,5,5,5,4,5,3,2,3,3,4,3,3,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,2,5,5,4,4,3,4,4,4,5,3,2,2,2,2,3,2,2,3,4,3,4,3,5,3,4,2,대학교,"예체능고(예고,체육고,미술고 등)",서울 소재 4년제 대학,아나운서,5,5,5,5,5,5,5,5,,,3,3,4,4,5,5,5,3,,,,,,,,,19.0,20.0,21.0,206.0,192.0,215.0,3,3,3
28,29.0,2,1001.0,1,1,1,1,4,5,4,4,4,5,5,4,4,5,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,4,2,4,4,2,2,2,4,3,3,3,3,4,4,3,3,3,1,3,4,5,4,3,3,5,5,2,2,4,4,4,5,5,5,4,4,4,3,4,4,4,2,3,2,4,1,4,5,4,5,5,4,5,5,1,1,2,2,3,4,4,4,4,4,4,4,4,5,5,2,2,3,4,5,4,4,5,5,5,5,4,4,4,4,4,4,3,4,4,2,2,4,1,1,3,1,1,5,3,5,4,2,4,2,3,2,2,2,,,,,,,,,,,,,1,3,4,3,4,3,3,4,3,3,1,1,5,4,2,2,2,2,1,1,2,2,2,3,3,3,2,대학교,자율형 사립고,지방 소재 4년제 사립대학,교사,4,4,4,4,3,3,3,3,3,3,2,2,4,5,4,3,3,3,2,3,3,3,3,4,5,4,12.0,18.0,21.0,147.0,179.0,215.0,2,3,3
29,30.0,2,1001.0,1,1,1,1,5,5,4,4,3,4,5,5,4,4,4,3,4,4,4,5,4,3,3,3,3,3,4,4,3,4,1,2,2,2,4,2,3,3,3,3,2,2,5,4,3,4,1,1,3,4,4,4,5,4,5,1,3,3,3,4,4,3,3,3,4,3,3,4,3,4,1,1,1,3,1,3,3,3,4,3,4,3,4,1,1,1,1,3,4,3,3,3,4,3,3,4,4,4,2,1,3,4,4,4,3,3,3,3,4,3,3,5,5,4,4,4,4,1,1,1,2,1,1,1,1,1,3,3,4,4,3,4,2,2,2,2,2,,,,,,,,,,,,,2,4,5,4,4,3,3,4,4,5,1,1,1,1,1,3,2,1,1,1,2,1,2,2,1,4,3,잘 모르겠다,일반계(인문계)고,서울 소재2/3년제 대학,유치원교사,3,4,4,5,4,4,5,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,14.0,11.0,12.0,163.0,145.0,154.0,2,1,2
30,31.0,1,1001.0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,5,5,5,5,5,3,4,2,4,2,4,2,5,5,4,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,5,2,3,5,5,5,4,5,4,5,5,4,5,4,4,4,1,1,1,1,1,5,4,5,5,5,5,5,5,2,1,2,2,4,5,4,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,2,3,1,1,1,1,1,5,5,5,5,5,5,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,,2,5,3,5,4,3,3,5,3,5,2,0,3,2,1,2,1,2,9,3,2,4,2,4,1,5,3,잘 모르겠다,"예체능고(예고,체육고,미술고 등)",서울 소재 4년제 대학,야구선수,5,5,5,5,5,5,5,5,5,5,2,1,5,2,5,5,2,2,5,4,1,2,5,5,5,5,18.0,17.0,24.0,197.0,173.0,249.0,3,3,4
31,32.0,1,1001.0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,3,2,1,2,4,2,1,1,4,4,4,4,4,3,3,3,3,3,1,4,3,4,4,3,3,4,4,4,2,4,3,3,2,3,2,2,5,5,5,3,4,3,2,2,2,2,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,4,4,4,4,4,4,3,3,2,4,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,,2,3,3,3,3,3,3,3,4,3,2,1,1,2,2,2,2,2,0,1,2,2,2,2,2,3,2,대학원 석사과정,일반계(인문계)고,서울 소재 4년제 대학,야구선수,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,5,4,3,4,4,4,4,3,3,2,4,15.0,20.0,23.0,171.0,192.0,236.0,2,3,4
32,33.0,1,1001.0,1,1,1,1,4,3,3,4,3,5,4,5,4,5,3,2,3,2,2,4,4,2,3,3,2,3,3,3,3,3,,4,,,,,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,1,2,5,3,4,4,3,3,3,4,1,3,2,1,2,2,1,1,2,1,4,4,4,4,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,3,2,3,3,4,5,5,3,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,,,,,,,,,,,,,2,1,4,3,3,2,2,4,2,2,0,0,6,2,1,1,1,1,0,1,2,5,1,2,1,2,1,잘 모르겠다,과학고,서울 소재 4년제 대학,과학자,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,5,5,5,3,3,2,3,2,3,4,3,18.0,8.0,20.0,197.0,132.0,206.0,3,1,3
33,34.0,2,1001.0,1,1,1,1,4,3,3,3,3,4,3,3,2,4,3,3,3,3,3,2,5,1,3,2,2,1,3,2,,,2,5,4,1,4,4,5,3,4,5,5,2,3,3,4,4,1,5,5,5,3,4,2,3,4,3,4,3,2,3,3,2,3,2,5,5,5,2,3,3,2,1,2,4,1,1,2,2,3,2,3,2,3,3,2,4,4,2,2,2,3,2,3,1,2,3,2,4,4,4,3,2,3,2,3,4,2,3,3,4,3,3,4,3,4,2,3,3,3,2,3,2,3,1,1,1,2,2,3,2,4,4,2,2,2,2,2,,,,,,,,,,,,,2,2,3,3,2,2,3,4,2,3,2,0,7,2,2,3,1,4,1,2,3,3,2,2,3,2,2,대학교,일반계(인문계)고,서울 소재 4년제 대학,변호사,4,4,3,3,5,3,3,2,4,5,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,17.0,18.0,23.0,188.0,179.0,236.0,2,3,4
34,35.0,2,1001.0,1,1,1,1,4,4,3,5,4,5,5,5,4,5,5,4,3,4,4,4,3,2,3,4,4,4,4,5,4,4,1,4,1,1,1,1,3,3,3,3,3,4,4,3,3,4,4,2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,3,4,4,3,4,3,3,3,2,3,1,4,4,3,5,5,5,5,5,4,2,2,3,3,3,2,3,5,5,5,5,5,5,5,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,1,1,1,1,1,3,2,3,4,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,2,5,5,4,3,3,3,4,4,4,3,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,고등학교,"예체능고(예고,체육고,미술고 등)",,유치원교사,4,4,4,4,4,5,5,5,5,5,2,1,5,5,5,4,2,3,5,5,4,4,5,5,2,5,11.0,10.0,10.0,140.0,141.0,142.0,2,1,1
35,36.0,2,1002.0,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,5,5,1,1,2,2,1,1,3,4,4,3,3,5,4,5,5,5,1,1,5,5,5,5,3,5,5,1,1,5,5,5,5,5,5,3,5,4,5,4,4,4,2,2,1,1,1,5,5,5,5,5,5,5,5,2,1,1,1,5,4,4,5,5,5,5,5,5,5,5,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,요리활동,2,5,5,5,5,3,4,5,5,4,,0,1,1,1,1,1,1,1,3,2,3,2,3,1,3,3,대학교,"예체능고(예고,체육고,미술고 등)",서울 소재 4년제 대학,피아니스트,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,13.0,18.0,16.0,155.0,179.0,177.0,2,3,3
36,37.0,1,1002.0,1,1,1,1,4,3,3,4,3,5,5,5,5,5,5,5,4,3,3,4,4,3,4,5,4,5,3,4,5,5,1,1,4,1,2,1,4,5,3,3,2,4,4,5,5,5,1,2,3,4,5,5,4,5,5,2,4,5,4,4,4,4,3,5,5,4,5,3,4,3,2,1,1,1,1,3,3,4,4,3,4,3,5,4,3,5,4,2,3,4,2,4,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,5,3,2,3,3,3,3,4,5,2,4,4,5,1,1,1,1,1,2,1,2,3,2,5,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,4,4,5,3,4,5,2,1,1,1,1,1,1,3,3,3,3,4,3,3,4,3,대학교,일반계(인문계)고,서울 소재2/3년제 대학,사이버경찰,5,5,5,5,5,4,4,5,4,5,4,2,5,5,4,5,3,4,4,5,5,4,4,4,5,4,16.0,23.0,21.0,179.0,221.0,215.0,2,4,3
37,38.0,1,1002.0,1,1,1,1,5,4,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5,2,5,5,5,5,5,5,5,4,1,1,1,1,2,1,5,4,4,4,5,4,3,5,3,5,1,3,5,5,5,4,4,5,5,1,1,5,5,5,5,5,5,5,5,2,5,4,4,4,1,1,1,1,1,5,4,4,5,5,4,5,5,2,1,3,2,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,2,3,4,5,5,1,3,1,1,1,1,2,5,1,1,1,1,1,5,3,4,5,2,5,3,4,1,2,1,2,2,2,1,2,2,2,1,2,2,2,,2,3,5,5,4,5,5,5,4,3,1,0,1,1,1,1,1,1,4,3,2,1,2,2,1,2,1,대학원 석사과정,과학고,서울 소재2/3년제 대학,이론물리과학자,4,5,5,5,5,4,5,5,4,4,2,1,4,5,4,5,1,1,5,3,5,4,5,4,5,4,22.0,20.0,22.0,237.0,192.0,225.0,3,3,4
38,39.0,2,1002.0,1,1,1,1,5,4,4,5,4,4,4,4,5,5,3,3,5,3,3,5,4,3,5,4,4,5,4,3,4,3,1,1,2,1,1,1,3,3,4,4,3,4,3,4,5,3,1,3,3,5,4,3,4,2,5,2,2,3,3,3,3,3,3,3,4,5,4,4,4,4,2,3,1,2,1,4,4,5,4,3,3,3,5,3,3,4,3,3,3,2,3,4,3,4,3,4,3,5,3,4,2,3,4,4,4,4,3,3,3,3,5,4,4,4,4,3,4,3,2,3,4,2,1,1,2,1,2,1,1,3,2,4,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,3,3,3,3,2,2,3,1,4,2,1,2,2,1,3,1,2,1,3,2,4,2,3,2,3,1,대학교,자율형 사립고,서울 소재 4년제 대학,"패션디자이너, 초등학교선생님",5,5,4,4,4,4,5,5,4,3,2,2,4,5,5,4,3,4,4,1,1,5,4,5,5,3,17.0,21.0,16.0,188.0,200.0,177.0,2,4,3
39,40.0,1,1002.0,1,1,1,1,4,5,4,4,5,5,5,4,5,5,4,4,5,3,3,3,4,4,4,4,4,2,1,5,4,4,1,1,2,2,1,2,4,5,2,5,4,1,3,4,4,4,2,3,3,3,4,4,5,5,5,2,2,4,5,5,4,4,5,4,5,4,5,2,3,2,2,2,2,2,1,5,4,4,5,5,5,4,5,4,3,4,3,3,3,3,4,5,4,3,3,4,4,5,5,5,5,4,3,3,4,3,4,5,3,3,4,4,4,2,4,1,2,2,2,1,5,2,1,1,5,1,1,1,1,1,4,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,3,4,4,4,1,2,3,2,3,3,2,2,2,1,2,3,2,9,1,2,5,2,3,2,4,2,대학교,일반계(인문계)고,서울 소재 4년제 대학,자동차딜러,4,4,4,4,4,5,4,2,3,3,2,4,4,5,5,4,2,2,3,5,2,4,1,5,4,4,20.0,20.0,23.0,216.0,192.0,236.0,3,3,4
40,41.0,2,1002.0,1,1,1,1,5,3,4,5,3,5,5,5,4,5,3,3,2,2,2,3,3,2,4,3,4,5,5,5,3,3,1,1,1,1,1,1,2,2,3,2,2,5,3,4,3,5,1,2,4,5,5,5,4,4,4,3,2,2,3,4,3,3,2,2,5,4,3,3,3,2,1,2,2,3,1,3,3,3,4,4,4,3,4,2,1,1,2,4,4,5,2,3,3,4,,5,5,4,,2,3,4,5,5,4,4,3,3,4,5,3,4,4,4,4,3,4,2,2,2,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,4,4,3,4,3,3,4,3,3,2,1,1,2,2,2,1,2,1,2,3,2,2,2,3,3,3,대학원 석사과정,일반계(인문계)고,서울 소재 4년제 대학,초등학교 선생님,5,5,5,5,5,4,5,5,5,5,2,1,5,5,4,4,4,3,4,5,4,,4,4,5,4,21.0,18.0,14.0,226.0,179.0,165.0,3,3,2
41,42.0,1,1002.0,1,1,1,1,5,4,4,5,3,5,5,5,5,5,4,4,5,3,3,4,3,3,5,5,3,4,3,4,3,3,1,1,1,1,2,1,2,1,2,2,2,1,2,3,5,5,1,5,1,2,5,1,4,5,4,2,1,3,3,4,4,4,4,3,3,4,4,3,4,3,3,5,4,4,1,4,4,4,4,4,2,5,5,3,2,4,4,3,4,3,3,5,4,4,3,5,4,4,5,2,2,3,5,5,5,5,4,4,4,3,3,5,3,1,3,5,5,3,4,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,문예,2,1,2,2,3,1,1,4,3,2,1,1,1,1,1,1,1,1,3,1,2,1,2,3,2,2,1,대학교,,서울 소재2/3년제 대학,장교,4,4,5,5,3,3,2,3,4,2,4,4,4,3,5,5,4,1,4,3,4,3,5,4,3,2,22.0,20.0,21.0,237.0,192.0,215.0,3,3,3
42,43.0,2,1002.0,1,1,1,1,5,5,5,5,4,5,5,5,4,4,4,3,3,3,3,4,3,4,4,4,3,4,3,2,3,3,2,1,1,1,2,2,3,2,3,4,3,1,1,1,1,2,1,4,3,4,4,4,3,5,5,5,2,4,4,4,3,4,4,5,5,4,4,4,2,3,2,2,1,4,1,4,3,4,5,3,3,4,4,2,2,3,3,3,3,3,3,4,3,4,3,3,4,4,4,2,3,4,4,4,4,4,4,4,3,4,4,2,2,2,2,4,5,2,2,4,5,1,1,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,3,3,2,3,4,4,4,4,4,1,0,6,1,1,1,1,3,7,4,2,2,2,3,1,4,1,대학교,일반계(인문계)고,서울 소재 4년제 대학,웹툰작가,4,4,5,5,5,5,5,3,5,3,2,2,3,1,2,4,2,3,3,4,4,4,4,3,4,3,21.0,23.0,25.0,226.0,221.0,264.0,3,4,4
43,44.0,1,1002.0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,3,5,3,3,4,5,3,5,3,3,4,4,4,3,2,1,1,1,1,1,1,4,4,3,3,3,4,2,3,5,4,4,4,3,3,4,4,4,5,5,3,2,3,4,5,4,3,4,4,5,4,5,2,3,4,2,5,1,3,1,4,4,4,4,3,3,4,5,4,2,5,3,3,3,3,3,5,3,5,4,5,4,5,2,2,3,5,4,2,4,4,3,5,4,3,5,5,5,4,5,5,4,2,3,3,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,3,2,2,3,1,2,2,1,1,1,1,1,2,1,3,2,2,1,1,2,2,1,2,2,4,2,대학교,일반계(인문계)고,서울 소재 4년제 대학,회계사,5,5,5,5,4,5,,4,4,4,4,2,4,5,5,5,5,2,5,4,3,5,4,5,5,4,19.0,21.0,24.0,206.0,200.0,249.0,3,4,4
44,45.0,1,1002.0,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,2,3,3,4,5,5,5,3,5,2,1,5,2,2,2,2,3,4,4,3,4,4,5,5,5,5,4,4,4,5,5,5,5,5,1,1,5,5,5,5,5,3,5,4,2,5,3,2,4,2,3,1,1,1,4,4,3,4,5,5,3,5,3,3,2,1,4,3,5,2,5,3,3,4,5,5,5,1,1,1,2,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,1,1,1,3,1,1,1,1,1,3,2,2,4,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,5,5,4,4,3,4,4,5,3,2,0,2,1,1,1,1,1,5,3,3,3,3,2,1,3,3,잘 모르겠다,"예체능고(예고,체육고,미술고 등)",서울 소재 4년제 대학,경찰,5,5,4,5,5,4,4,5,3,5,4,2,2,4,4,4,1,3,4,4,3,4,3,3,4,3,20.0,17.0,19.0,216.0,173.0,198.0,3,3,3
45,46.0,2,1002.0,1,1,1,1,5,4,3,5,4,5,5,5,3,5,1,3,3,1,3,2,3,2,2,2,3,4,4,4,3,3,2,4,2,2,4,4,3,3,3,3,3,3,2,2,2,4,4,5,3,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,3,3,2,4,1,4,4,4,4,5,5,5,5,3,1,2,3,4,3,3,3,5,5,5,5,5,5,4,3,4,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,4,1,1,1,1,1,5,5,5,5,3,3,3,3,2,2,1,2,2,2,2,1,2,1,2,2,2,2,,2,3,2,2,1,2,2,2,2,2,1,0,1,5,5,4,2,3,0,2,1,2,2,3,1,3,2,잘 모르겠다,일반계(인문계)고,대학 진학을 원하지 않음,돈을 많이 벌거나 해외로 떠나 재밌고 휴가하는 활동,3,3,4,5,4,4,3,3,3,3,2,2,5,3,4,3,2,1,3,2,2,2,1,1,1,4,13.0,15.0,13.0,155.0,163.0,159.0,2,2,2
46,47.0,1,1002.0,1,1,1,1,5,5,5,5,5,4,4,5,5,4,4,4,5,4,3,5,5,5,5,5,5,4,4,3,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,1,1,1,5,5,5,5,1,1,4,5,1,1,1,1,5,5,5,5,5,4,3,2,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,4,3,3,3,5,5,5,5,5,5,0,1,3,1,1,1,2,4,4,2,5,5,2,2,3,3,대학원 박사과정,자율형 사립고,서울 소재 4년제 대학,회사원,5,5,5,5,5,5,5,5,5,5,3,2,5,5,4,4,1,2,5,5,3,5,5,5,5,5,19.0,23.0,22.0,206.0,221.0,225.0,3,4,4
47,48.0,1,1002.0,1,1,1,1,5,3,4,5,4,5,5,5,5,5,4,3,5,3,3,4,4,5,4,3,4,4,3,4,3,3,1,1,1,1,1,1,3,3,3,3,3,4,4,4,5,5,1,2,3,5,4,5,4,5,5,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,1,2,1,2,1,5,5,5,5,5,5,5,5,2,1,1,2,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,5,1,3,2,4,1,1,4,2,1,4,4,4,5,2,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,3,4,4,3,4,3,4,3,5,3,0,2,1,1,1,1,1,9,3,4,1,3,3,2,5,5,대학원 박사과정,일반계(인문계)고,서울 소재 4년제 대학,건축가,5,5,5,5,5,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,14.0,19.0,17.0,163.0,185.0,183.0,2,3,3
48,49.0,2,1002.0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,2,4,4,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,4,4,4,1,1,2,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,1,1,2,2,3,3,3,3,3,3,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,,2,4,4,4,4,2,3,2,3,3,2,1,1,3,2,2,1,1,3,3,3,5,3,3,3,4,3,전문대학(2/3년제),외국어고/국제고,지방 소재 4년제 국립대학,패션디자이너,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,19.0,25.0,21.0,206.0,253.0,215.0,3,4,3
